https://lists.wikimedia.org/mailman/listinfo/daily-article-l,By email,True,"Friday January 26, 2018 10:44 PM"
https://lists.wikimedia.org/mailman/listinfo/daily-article-l,By email,True,"Friday January 26, 2018 10:44 PM"
https://wikimediafoundation.org/wiki/Our_projects,projects,True,"Friday January 26, 2018 10:44 PM"
https://commons.wikimedia.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://www.mediawiki.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://meta.wikimedia.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://en.wikibooks.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://www.wikidata.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://en.wikinews.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://en.wikiquote.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://en.wikisource.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://species.wikimedia.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://en.wikiversity.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://en.wikivoyage.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://en.wiktionary.org/wiki/,,True,"Friday January 26, 2018 10:44 PM"
https://de.wikipedia.org/wiki/,Deutsch,True,"Friday January 26, 2018 10:44 PM"
https://es.wikipedia.org/wiki/,Español,True,"Friday January 26, 2018 10:44 PM"
https://fr.wikipedia.org/wiki/,Français,True,"Friday January 26, 2018 10:44 PM"
https://it.wikipedia.org/wiki/,Italiano,True,"Friday January 26, 2018 10:44 PM"
https://nl.wikipedia.org/wiki/,Nederlands,True,"Friday January 26, 2018 10:44 PM"
https://ja.wikipedia.org/wiki/,日本語,True,"Friday January 26, 2018 10:44 PM"
https://pl.wikipedia.org/wiki/,Polski,True,"Friday January 26, 2018 10:44 PM"
https://ru.wikipedia.org/wiki/,Русский,True,"Friday January 26, 2018 10:44 PM"
https://sv.wikipedia.org/wiki/,Svenska,True,"Friday January 26, 2018 10:44 PM"
https://vi.wikipedia.org/wiki/,Tiếng Việt,True,"Friday January 26, 2018 10:44 PM"
https://ar.wikipedia.org/wiki/,العربية,True,"Friday January 26, 2018 10:44 PM"
https://id.wikipedia.org/wiki/,Bahasa Indonesia,True,"Friday January 26, 2018 10:44 PM"
https://ms.wikipedia.org/wiki/,Bahasa Melayu,True,"Friday January 26, 2018 10:44 PM"
https://ca.wikipedia.org/wiki/,Català,True,"Friday January 26, 2018 10:44 PM"
https://cs.wikipedia.org/wiki/,Čeština,True,"Friday January 26, 2018 10:44 PM"
https://eu.wikipedia.org/wiki/,Euskara,True,"Friday January 26, 2018 10:44 PM"
https://fa.wikipedia.org/wiki/,فارسی,True,"Friday January 26, 2018 10:44 PM"
https://ko.wikipedia.org/wiki/,한국어,True,"Friday January 26, 2018 10:44 PM"
https://hu.wikipedia.org/wiki/,Magyar,True,"Friday January 26, 2018 10:44 PM"
https://no.wikipedia.org/wiki/,Norsk,True,"Friday January 26, 2018 10:44 PM"
https://pt.wikipedia.org/wiki/,Português,True,"Friday January 26, 2018 10:44 PM"
https://ro.wikipedia.org/wiki/,Română,True,"Friday January 26, 2018 10:44 PM"
https://sr.wikipedia.org/wiki/,Srpski,True,"Friday January 26, 2018 10:44 PM"
